dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
125,late,4,125,700,7,192,"[440, 220]","['higher', 'higher']","[2, 3]",2,9,2,2236,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,10,2,2469,[False],[False]
0,on_time,5,0,700,7,440,"[392, 220]","['lower', 'lower']","[4, 7]",2,11,2,2228,"[-48, -220]","[48, 220]"
8,late,6,8,700,7,440,[False],['standard'],[False],0,12,2,2086,[False],[False]
80,late,5,80,700,7,392,[220],['lower'],[4],1,13,2,2352,[-172],[172]
,,,,700,7,40000,,,,,14,2,2500,[False],[False]
-13,early,6,13,700,7,392,[440],['higher'],[5],1,15,2,2003,[48],[48]
,,,,700,7,40000,,,,,16,2,2153,[False],[False]
-80,early,4,80,700,7,440,"[392, 220, 392]","['lower', 'lower', 'lower']","[3, 6, 2]",3,17,2,2299,"[-48, -220, -48]","[48, 220, 48]"
,,,,700,7,40000,,,,,18,2,2406,[False],[False]
-63,early,4,63,700,7,192,[220],['higher'],[2],1,19,2,2358,[28],[28]
,,,,700,7,40000,,,,,20,2,2093,[False],[False]
-4,early,6,4,700,7,192,[False],['standard'],[False],0,21,2,2066,[False],[False]
,,,,700,7,40000,,,,,22,2,2123,[False],[False]
-48,early,6,48,700,7,220,"[392, 192]","['higher', 'lower']","[2, 4]",2,23,2,2410,"[172, -28]","[172, 28]"
100,late,5,100,700,7,192,"[220, 392, 392]","['higher', 'higher', 'higher']","[7, 4, 3]",3,24,2,2413,"[28, 200, 200]","[28, 200, 200]"
,,,,700,7,40000,,,,,25,2,2316,[False],[False]
-4,early,6,4,700,7,192,[False],['standard'],[False],0,26,2,2303,[False],[False]
,,,,700,7,40000,,,,,27,2,2491,[False],[False]
-27,early,5,27,700,7,392,"[220, 192]","['lower', 'lower']","[7, 2]",2,28,2,2145,"[-172, -200]","[172, 200]"
,,,,700,7,40000,,,,,29,2,2223,[False],[False]
-13,early,4,13,700,7,220,"[440, 392]","['higher', 'higher']","[2, 6]",2,30,2,2046,"[220, 172]","[220, 172]"
0,on_time,4,0,700,7,392,[192],['lower'],[3],1,31,2,2360,[-200],[200]
,,,,700,7,40000,,,,,32,2,2040,[False],[False]
-8,early,6,8,700,7,192,[False],['standard'],[False],0,33,2,2317,[False],[False]
4,late,6,4,700,7,392,"[192, 220]","['lower', 'lower']","[3, 2]",2,34,2,2326,"[-200, -172]","[200, 172]"
8,late,6,8,700,7,440,[False],['standard'],[False],0,35,2,2472,[False],[False]
,,,,700,7,40000,,,,,36,2,2378,[False],[False]
48,late,4,48,700,7,192,[False],['standard'],[False],0,37,2,2140,[False],[False]
-100,early,6,100,700,7,220,"[192, 392, 192]","['lower', 'higher', 'lower']","[2, 5, 4]",3,38,2,2266,"[-28, 172, -28]","[28, 172, 28]"
,,,,700,7,40000,,,,,39,2,2259,[False],[False]
0,on_time,4,0,700,7,192,"[440, 392]","['higher', 'higher']","[3, 2]",2,40,2,2067,"[248, 200]","[248, 200]"
-8,early,4,8,700,7,220,"[192, 192]","['lower', 'lower']","[2, 3]",2,41,2,2354,"[-28, -28]","[28, 28]"
36,late,5,36,700,7,392,[440],['higher'],[7],1,42,2,2248,[48],[48]
-4,early,5,4,700,7,392,[192],['lower'],[2],1,43,2,2457,[-200],[200]
,,,,700,7,40000,,,,,44,2,2314,[False],[False]
36,late,4,36,700,7,220,[440],['higher'],[6],1,45,2,2214,[220],[220]
,,,,700,7,40000,,,,,46,2,2371,[False],[False]
125,late,6,125,700,7,220,"[392, 392, 440]","['higher', 'higher', 'higher']","[4, 5, 2]",3,47,2,2306,"[172, 172, 220]","[172, 172, 220]"
,,,,700,7,40000,,,,,48,2,2169,[False],[False]
80,late,5,80,700,7,392,[220],['lower'],[4],1,49,2,2175,[-172],[172]
27,late,6,27,700,7,220,[440],['higher'],[4],1,50,2,2367,[220],[220]
,,,,700,7,40000,,,,,51,2,2438,[False],[False]
-80,early,4,80,700,7,440,"[392, 220, 392]","['lower', 'lower', 'lower']","[3, 6, 2]",3,52,2,2401,"[-48, -220, -48]","[48, 220, 48]"
,,,,700,7,40000,,,,,53,2,2441,[False],[False]
-80,early,6,80,700,7,192,[220],['higher'],[4],1,54,2,2243,[28],[28]
-36,early,4,36,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 3, 7]",3,55,2,2017,"[200, 248, 200]","[200, 248, 200]"
63,late,4,63,700,7,440,"[192, 192]","['lower', 'lower']","[2, 7]",2,56,2,2071,"[-248, -248]","[248, 248]"
,,,,700,7,40000,,,,,57,2,2084,[False],[False]
48,late,5,48,700,7,192,"[392, 220]","['higher', 'higher']","[7, 2]",2,58,2,2346,"[200, 28]","[200, 28]"
48,late,4,48,700,7,192,[False],['standard'],[False],0,59,2,2398,[False],[False]
-80,early,6,80,700,7,192,[220],['higher'],[4],1,60,2,2115,[28],[28]
63,late,6,63,700,7,440,"[220, 392]","['lower', 'lower']","[3, 2]",2,61,2,2090,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,62,2,2341,[False],[False]
0,on_time,6,0,700,7,440,[220],['lower'],[4],1,63,2,2231,[-220],[220]
63,late,5,63,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[3, 7, 2]",3,64,2,2222,"[200, 248, 200]","[200, 248, 200]"
-100,early,6,100,700,7,220,"[192, 392, 192]","['lower', 'higher', 'lower']","[2, 5, 4]",3,65,2,2321,"[-28, 172, -28]","[28, 172, 28]"
,,,,700,7,40000,,,,,66,2,2200,[False],[False]
63,late,5,63,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[3, 7, 2]",3,67,2,2029,"[200, 248, 200]","[200, 248, 200]"
80,late,6,80,700,7,220,"[392, 440, 440]","['higher', 'higher', 'higher']","[2, 3, 4]",3,68,2,2436,"[172, 220, 220]","[172, 220, 220]"
80,late,4,80,700,7,192,"[220, 220, 440]","['higher', 'higher', 'higher']","[6, 7, 3]",3,69,2,2493,"[28, 28, 248]","[28, 28, 248]"
-48,early,6,48,700,7,220,"[392, 192]","['higher', 'lower']","[2, 4]",2,70,2,2132,"[172, -28]","[172, 28]"
,,,,700,7,40000,,,,,71,2,2137,[False],[False]
0,on_time,6,0,700,7,440,[220],['lower'],[4],1,72,2,2407,[-220],[220]
,,,,700,7,40000,,,,,73,2,2199,[False],[False]
0,on_time,6,0,700,7,440,"[220, 192]","['lower', 'lower']","[5, 3]",2,74,2,2139,"[-220, -248]","[220, 248]"
0,on_time,4,0,700,7,192,"[440, 392]","['higher', 'higher']","[3, 2]",2,75,2,2425,"[248, 200]","[248, 200]"
63,late,6,63,700,7,440,"[220, 392]","['lower', 'lower']","[3, 2]",2,76,2,2284,"[-220, -48]","[220, 48]"
,,,,700,7,40000,,,,,77,2,2393,[False],[False]
63,late,4,63,700,7,440,"[192, 192]","['lower', 'lower']","[2, 7]",2,78,2,2053,"[-248, -248]","[248, 248]"
27,late,5,27,700,7,392,[False],['standard'],[False],0,79,2,2265,[False],[False]
,,,,700,7,40000,,,,,80,2,2369,[False],[False]
4,late,4,4,700,7,440,[392],['lower'],[2],1,81,2,2218,[-48],[48]
-19,early,4,19,700,7,392,[440],['higher'],[6],1,82,2,2133,[48],[48]
,,,,700,7,40000,,,,,83,2,2188,[False],[False]
36,late,6,36,700,7,392,"[220, 220, 192]","['lower', 'lower', 'lower']","[2, 3, 5]",3,84,2,2157,"[-172, -172, -200]","[172, 172, 200]"
-48,early,5,48,700,7,220,[False],['standard'],[False],0,85,2,2043,[False],[False]
,,,,700,7,40000,,,,,86,2,2400,[False],[False]
-80,early,5,80,700,7,440,[220],['lower'],[4],1,87,2,2136,[-220],[220]
,,,,700,7,40000,,,,,88,2,2447,[False],[False]
-125,early,5,125,700,7,192,[False],['standard'],[False],0,89,2,2470,[False],[False]
,,,,700,7,40000,,,,,90,2,2466,[False],[False]
48,late,5,48,700,7,192,"[392, 220]","['higher', 'higher']","[7, 2]",2,91,2,2031,"[200, 28]","[200, 28]"
-125,early,5,125,700,7,192,[False],['standard'],[False],0,92,2,2219,[False],[False]
,,,,700,7,40000,,,,,93,2,2202,[False],[False]
48,late,6,48,700,7,220,"[392, 440]","['higher', 'higher']","[5, 4]",2,94,2,2209,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,95,2,2020,[False],[False]
-27,early,6,27,700,7,440,[192],['lower'],[3],1,96,2,2180,[-248],[248]
,,,,700,7,40000,,,,,97,2,2024,[False],[False]
8,late,4,8,700,7,220,[392],['higher'],[3],1,98,2,2104,[172],[172]
,,,,700,7,40000,,,,,99,2,2270,[False],[False]
-63,early,5,63,700,7,392,"[220, 192, 440]","['lower', 'lower', 'higher']","[4, 2, 3]",3,100,2,2089,"[-172, -200, 48]","[172, 200, 48]"
-48,early,6,48,700,7,220,"[392, 192]","['higher', 'lower']","[2, 4]",2,101,2,2454,"[172, -28]","[172, 28]"
36,late,5,36,700,7,392,[440],['higher'],[7],1,102,2,2216,[48],[48]
0,on_time,4,0,700,7,392,[192],['lower'],[3],1,103,2,2059,[-200],[200]
,,,,700,7,40000,,,,,104,2,2269,[False],[False]
-48,early,4,48,700,7,192,[392],['higher'],[6],1,105,2,2308,[200],[200]
-4,early,5,4,700,7,392,[192],['lower'],[2],1,106,2,2048,[-200],[200]
,,,,700,7,40000,,,,,107,2,2283,[False],[False]
13,late,6,13,700,7,440,[False],['standard'],[False],0,108,2,2464,[False],[False]
100,late,5,100,700,7,192,"[220, 392, 392]","['higher', 'higher', 'higher']","[7, 4, 3]",3,1,3,2183,"[28, 200, 200]","[28, 200, 200]"
,,,,700,7,40000,,,,,2,3,2486,[False],[False]
13,late,5,13,700,7,392,[False],['standard'],[False],0,3,3,2102,[False],[False]
,,,,700,7,40000,,,,,4,3,2497,[False],[False]
0,on_time,5,0,700,7,440,"[392, 220]","['lower', 'lower']","[4, 7]",2,5,3,2004,"[-48, -220]","[48, 220]"
-63,early,5,63,700,7,392,"[220, 192, 440]","['lower', 'lower', 'higher']","[4, 2, 3]",3,6,3,2072,"[-172, -200, 48]","[172, 200, 48]"
-36,early,4,36,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 3, 7]",3,7,3,2473,"[200, 248, 200]","[200, 248, 200]"
0,on_time,5,0,700,7,440,[192],['lower'],[3],1,8,3,2309,[-248],[248]
-36,early,5,36,700,7,192,[392],['higher'],[7],1,9,3,2293,[200],[200]
,,,,700,7,40000,,,,,10,3,2152,[False],[False]
-100,early,4,100,700,7,440,[192],['lower'],[7],1,11,3,2186,[-248],[248]
,,,,700,7,40000,,,,,12,3,2176,[False],[False]
-8,early,5,8,700,7,192,"[392, 220]","['higher', 'higher']","[7, 2]",2,13,3,2325,"[200, 28]","[200, 28]"
13,late,6,13,700,7,440,[False],['standard'],[False],0,14,3,2051,[False],[False]
,,,,700,7,40000,,,,,15,3,2206,[False],[False]
125,late,6,125,700,7,220,"[392, 392, 440]","['higher', 'higher', 'higher']","[4, 5, 2]",3,16,3,2032,"[172, 172, 220]","[172, 172, 220]"
,,,,700,7,40000,,,,,17,3,2342,[False],[False]
-36,early,5,36,700,7,192,[392],['higher'],[7],1,18,3,2014,[200],[200]
-125,early,4,125,700,7,220,"[440, 440]","['higher', 'higher']","[6, 7]",2,19,3,2475,"[220, 220]","[220, 220]"
,,,,700,7,40000,,,,,20,3,2185,[False],[False]
-63,early,6,63,700,7,220,"[392, 392, 392]","['higher', 'higher', 'higher']","[5, 2, 4]",3,21,3,2239,"[172, 172, 172]","[172, 172, 172]"
,,,,700,7,40000,,,,,22,3,2399,[False],[False]
27,late,6,27,700,7,220,[440],['higher'],[4],1,23,3,2069,[220],[220]
13,late,6,13,700,7,440,[False],['standard'],[False],0,24,3,2433,[False],[False]
,,,,700,7,40000,,,,,25,3,2377,[False],[False]
80,late,6,80,700,7,220,"[392, 440, 440]","['higher', 'higher', 'higher']","[2, 3, 4]",3,26,3,2142,"[172, 220, 220]","[172, 220, 220]"
,,,,700,7,40000,,,,,27,3,2344,[False],[False]
4,late,4,4,700,7,440,[392],['lower'],[2],1,28,3,2408,[-48],[48]
125,late,5,125,700,7,192,[392],['higher'],[2],1,29,3,2414,[200],[200]
0,on_time,5,0,700,7,440,[192],['lower'],[3],1,30,3,2160,[-248],[248]
,,,,700,7,40000,,,,,31,3,2390,[False],[False]
-100,early,5,100,700,7,392,[440],['higher'],[2],1,32,3,2481,[48],[48]
0,on_time,6,0,700,7,440,"[220, 192]","['lower', 'lower']","[5, 3]",2,33,3,2458,"[-220, -248]","[220, 248]"
,,,,700,7,40000,,,,,34,3,2250,[False],[False]
-125,early,4,125,700,7,220,"[440, 440]","['higher', 'higher']","[6, 7]",2,35,3,2474,"[220, 220]","[220, 220]"
4,late,4,4,700,7,440,[392],['lower'],[2],1,36,3,2492,[-48],[48]
,,,,700,7,40000,,,,,37,3,2273,[False],[False]
0,on_time,6,0,700,7,440,[220],['lower'],[4],1,38,3,2049,[-220],[220]
19,late,5,19,700,7,192,[440],['higher'],[7],1,39,3,2148,[248],[248]
-19,early,5,19,700,7,440,[False],['standard'],[False],0,40,3,2195,[False],[False]
-48,early,5,48,700,7,220,[False],['standard'],[False],0,41,3,2001,[False],[False]
,,,,700,7,40000,,,,,42,3,2489,[False],[False]
80,late,4,80,700,7,192,"[220, 220, 440]","['higher', 'higher', 'higher']","[6, 7, 3]",3,43,3,2366,"[28, 28, 248]","[28, 28, 248]"
,,,,700,7,40000,,,,,44,3,2210,[False],[False]
63,late,6,63,700,7,440,"[220, 392]","['lower', 'lower']","[3, 2]",2,45,3,2246,"[-220, -48]","[220, 48]"
48,late,6,48,700,7,220,"[392, 440]","['higher', 'higher']","[5, 4]",2,46,3,2179,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,47,3,2420,[False],[False]
48,late,6,48,700,7,220,"[392, 440]","['higher', 'higher']","[5, 4]",2,48,3,2201,"[172, 220]","[172, 220]"
-8,early,4,8,700,7,220,"[192, 192]","['lower', 'lower']","[2, 3]",2,49,3,2372,"[-28, -28]","[28, 28]"
-8,early,6,8,700,7,192,[False],['standard'],[False],0,50,3,2327,[False],[False]
,,,,700,7,40000,,,,,51,3,2323,[False],[False]
-27,early,6,27,700,7,440,[192],['lower'],[3],1,52,3,2088,[-248],[248]
,,,,700,7,40000,,,,,53,3,2079,[False],[False]
-13,early,5,13,700,7,220,[False],['standard'],[False],0,54,3,2295,[False],[False]
-100,early,6,100,700,7,220,"[192, 392, 192]","['lower', 'higher', 'lower']","[2, 5, 4]",3,55,3,2076,"[-28, 172, -28]","[28, 172, 28]"
,,,,700,7,40000,,,,,56,3,2229,[False],[False]
-125,early,5,125,700,7,192,[False],['standard'],[False],0,57,3,2220,[False],[False]
,,,,700,7,40000,,,,,58,3,2364,[False],[False]
19,late,4,19,700,7,220,[440],['higher'],[7],1,59,3,2452,[220],[220]
,,,,700,7,40000,,,,,60,3,2261,[False],[False]
36,late,6,36,700,7,392,"[220, 220, 192]","['lower', 'lower', 'lower']","[2, 3, 5]",3,61,3,2006,"[-172, -172, -200]","[172, 172, 200]"
,,,,700,7,40000,,,,,62,3,2383,[False],[False]
-27,early,5,27,700,7,392,"[220, 192]","['lower', 'lower']","[7, 2]",2,63,3,2389,"[-172, -200]","[172, 200]"
,,,,700,7,40000,,,,,64,3,2296,[False],[False]
36,late,5,36,700,7,392,[440],['higher'],[7],1,65,3,2276,[48],[48]
36,late,4,36,700,7,220,[440],['higher'],[6],1,66,3,2138,[220],[220]
-125,early,6,125,700,7,440,[False],['standard'],[False],0,67,3,2402,[False],[False]
-13,early,5,13,700,7,220,[False],['standard'],[False],0,68,3,2095,[False],[False]
,,,,700,7,40000,,,,,69,3,2437,[False],[False]
-36,early,4,36,700,7,192,"[392, 440, 392]","['higher', 'higher', 'higher']","[6, 3, 7]",3,70,3,2329,"[200, 248, 200]","[200, 248, 200]"
,,,,700,7,40000,,,,,71,3,2253,[False],[False]
-8,early,6,8,700,7,192,[False],['standard'],[False],0,72,3,2322,[False],[False]
,,,,700,7,40000,,,,,73,3,2312,[False],[False]
-80,early,4,80,700,7,440,"[392, 220, 392]","['lower', 'lower', 'lower']","[3, 6, 2]",3,74,3,2365,"[-48, -220, -48]","[48, 220, 48]"
0,on_time,5,0,700,7,440,[192],['lower'],[3],1,75,3,2423,[-248],[248]
,,,,700,7,40000,,,,,76,3,2197,[False],[False]
-63,early,5,63,700,7,392,"[220, 192, 440]","['lower', 'lower', 'higher']","[4, 2, 3]",3,77,3,2280,"[-172, -200, 48]","[172, 200, 48]"
,,,,700,7,40000,,,,,78,3,2050,[False],[False]
13,late,4,13,700,7,192,[False],['standard'],[False],0,79,3,2107,[False],[False]
4,late,5,4,700,7,392,[False],['standard'],[False],0,80,3,2022,[False],[False]
,,,,700,7,40000,,,,,81,3,2011,[False],[False]
19,late,5,19,700,7,192,[440],['higher'],[7],1,82,3,2126,[248],[248]
-19,early,4,19,700,7,392,[440],['higher'],[6],1,83,3,2113,[48],[48]
125,late,4,125,700,7,192,"[440, 220]","['higher', 'higher']","[2, 3]",2,84,3,2196,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,85,3,2379,[False],[False]
