dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
,,,,700,7,40000,,,,,30,1,2237,[False],[False]
8,late,4,8,700,7,440,[False],['standard'],[False],0,31,1,2235,[False],[False]
-80,early,5,80,700,7,392,"[440, 440]","['higher', 'higher']","[4, 7]",2,32,1,2400,"[48, 48]","[48, 48]"
,,,,700,7,40000,,,,,33,1,2119,[False],[False]
80,late,5,80,700,7,192,"[440, 220, 392]","['higher', 'higher', 'higher']","[4, 7, 2]",3,34,1,2220,"[248, 28, 200]","[248, 28, 200]"
,,,,700,7,40000,,,,,35,1,2388,[False],[False]
36,late,4,36,700,7,192,[False],['standard'],[False],0,36,1,2320,[False],[False]
-8,early,5,8,700,7,392,"[192, 192]","['lower', 'lower']","[3, 2]",2,37,1,2231,"[-200, -200]","[200, 200]"
,,,,700,7,40000,,,,,38,1,2262,[False],[False]
19,late,6,19,700,7,440,"[392, 392]","['lower', 'lower']","[5, 2]",2,39,1,2084,"[-48, -48]","[48, 48]"
0,on_time,4,0,700,7,392,[False],['standard'],[False],0,40,1,2240,[False],[False]
19,late,6,19,700,7,440,"[392, 392]","['lower', 'lower']","[5, 2]",2,41,1,2087,"[-48, -48]","[48, 48]"
100,late,4,100,700,7,392,"[192, 192]","['lower', 'lower']","[6, 7]",2,42,1,2152,"[-200, -200]","[200, 200]"
,,,,700,7,40000,,,,,43,1,2207,[False],[False]
-48,early,4,48,700,7,220,[False],['standard'],[False],0,44,1,2313,[False],[False]
-48,early,4,48,700,7,220,[False],['standard'],[False],0,45,1,2373,[False],[False]
,,,,700,7,40000,,,,,46,1,2293,[False],[False]
-19,early,5,19,700,7,392,"[220, 440, 220]","['lower', 'higher', 'lower']","[2, 4, 7]",3,47,1,2184,"[-172, 48, -172]","[172, 48, 172]"
,,,,700,7,40000,,,,,48,1,2356,[False],[False]
48,late,5,48,700,7,392,[220],['lower'],[3],1,49,1,2365,[-172],[172]
63,late,6,63,700,7,440,[False],['standard'],[False],0,50,1,2044,[False],[False]
80,late,4,80,700,7,220,"[392, 440]","['higher', 'higher']","[6, 7]",2,51,1,2314,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,52,1,2453,[False],[False]
0,on_time,4,0,700,7,392,[False],['standard'],[False],0,53,1,2318,[False],[False]
4,late,5,4,700,7,392,[440],['higher'],[2],1,54,1,2479,[48],[48]
,,,,700,7,40000,,,,,55,1,2168,[False],[False]
-100,early,5,100,700,7,192,[440],['higher'],[2],1,56,1,2159,[248],[248]
-63,early,4,63,700,7,392,"[192, 440]","['lower', 'higher']","[6, 7]",2,57,1,2073,"[-200, 48]","[200, 48]"
63,late,4,63,700,7,440,[192],['lower'],[7],1,58,1,2158,[-248],[248]
-125,early,4,125,700,7,392,"[220, 192, 440]","['lower', 'lower', 'higher']","[2, 7, 3]",3,59,1,2022,"[-172, -200, 48]","[172, 200, 48]"
-63,early,6,63,700,7,220,"[192, 392]","['lower', 'higher']","[4, 5]",2,60,1,2234,"[-28, 172]","[28, 172]"
,,,,700,7,40000,,,,,61,1,2148,[False],[False]
80,late,4,80,700,7,220,"[392, 440]","['higher', 'higher']","[6, 7]",2,62,1,2138,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,63,1,2108,[False],[False]
-13,early,4,13,700,7,220,"[392, 440]","['higher', 'higher']","[7, 6]",2,64,1,2241,"[172, 220]","[172, 220]"
36,late,6,36,700,7,440,"[220, 192]","['lower', 'lower']","[4, 5]",2,65,1,2137,"[-220, -248]","[220, 248]"
-48,early,5,48,700,7,220,"[440, 192]","['higher', 'lower']","[4, 2]",2,66,1,2336,"[220, -28]","[220, 28]"
,,,,700,7,40000,,,,,67,1,2358,[False],[False]
-4,early,4,4,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[2, 7, 6]",3,68,1,2266,"[248, 200, 28]","[248, 200, 28]"
-4,early,4,4,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[2, 7, 6]",3,69,1,2186,"[248, 200, 28]","[248, 200, 28]"
,,,,700,7,40000,,,,,70,1,2124,[False],[False]
48,late,6,48,700,7,392,[192],['lower'],[2],1,71,1,2068,[-200],[200]
,,,,700,7,40000,,,,,72,1,2014,[False],[False]
-4,early,4,4,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[2, 7, 6]",3,73,1,2126,"[248, 200, 28]","[248, 200, 28]"
-36,early,6,36,700,7,192,[False],['standard'],[False],0,74,1,2406,[False],[False]
-8,early,4,8,700,7,392,[192],['lower'],[2],1,75,1,2277,[-200],[200]
,,,,700,7,40000,,,,,76,1,2144,[False],[False]
-36,early,4,36,700,7,440,"[392, 392, 392]","['lower', 'lower', 'lower']","[3, 7, 6]",3,77,1,2344,"[-48, -48, -48]","[48, 48, 48]"
,,,,700,7,40000,,,,,78,1,2267,[False],[False]
80,late,6,80,700,7,440,"[392, 392, 192]","['lower', 'lower', 'lower']","[5, 2, 4]",3,79,1,2284,"[-48, -48, -248]","[48, 48, 248]"
-19,early,5,19,700,7,392,"[220, 440, 220]","['lower', 'higher', 'lower']","[2, 4, 7]",3,80,1,2204,"[-172, 48, -172]","[172, 48, 172]"
,,,,700,7,40000,,,,,81,1,2431,[False],[False]
48,late,5,48,700,7,392,[220],['lower'],[3],1,82,1,2111,[-172],[172]
-4,early,5,4,700,7,192,"[440, 220]","['higher', 'higher']","[7, 2]",2,83,1,2179,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,84,1,2085,[False],[False]
80,late,6,80,700,7,440,"[392, 392, 192]","['lower', 'lower', 'lower']","[5, 2, 4]",3,85,1,2355,"[-48, -48, -248]","[48, 48, 248]"
,,,,700,7,40000,,,,,86,1,2107,[False],[False]
-27,early,4,27,700,7,192,[220],['higher'],[2],1,87,1,2060,[28],[28]
,,,,700,7,40000,,,,,88,1,2446,[False],[False]
4,late,5,4,700,7,392,[440],['higher'],[2],1,89,1,2150,[48],[48]
,,,,700,7,40000,,,,,90,1,2411,[False],[False]
27,late,4,27,700,7,220,"[392, 192, 392]","['higher', 'lower', 'higher']","[2, 7, 3]",3,91,1,2211,"[172, -28, 172]","[172, 28, 172]"
,,,,700,7,40000,,,,,92,1,2222,[False],[False]
0,on_time,4,0,700,7,392,[False],['standard'],[False],0,93,1,2294,[False],[False]
100,late,5,100,700,7,440,[False],['standard'],[False],0,94,1,2156,[False],[False]
0,on_time,4,0,700,7,392,[False],['standard'],[False],0,95,1,2296,[False],[False]
,,,,700,7,40000,,,,,96,1,2129,[False],[False]
-48,early,5,48,700,7,220,"[440, 192]","['higher', 'lower']","[4, 2]",2,97,1,2407,"[220, -28]","[220, 28]"
,,,,700,7,40000,,,,,98,1,2000,[False],[False]
8,late,4,8,700,7,440,[False],['standard'],[False],0,99,1,2307,[False],[False]
-8,early,6,8,700,7,220,[False],['standard'],[False],0,100,1,2185,[False],[False]
,,,,700,7,40000,,,,,101,1,2298,[False],[False]
0,on_time,6,0,700,7,220,[False],['standard'],[False],0,102,1,2118,[False],[False]
-8,early,6,8,700,7,220,[False],['standard'],[False],0,103,1,2187,[False],[False]
,,,,700,7,40000,,,,,104,1,2412,[False],[False]
-63,early,5,63,700,7,440,[192],['lower'],[7],1,105,1,2172,[-248],[248]
48,late,5,48,700,7,392,[220],['lower'],[3],1,106,1,2013,[-172],[172]
80,late,5,80,700,7,192,"[440, 220, 392]","['higher', 'higher', 'higher']","[4, 7, 2]",3,107,1,2245,"[248, 28, 200]","[248, 28, 200]"
-13,early,5,13,700,7,220,[392],['higher'],[4],1,108,1,2154,[172],[172]
0,on_time,4,0,700,7,392,[False],['standard'],[False],0,1,2,2291,[False],[False]
,,,,700,7,40000,,,,,2,2,2325,[False],[False]
-125,early,6,125,700,7,392,[False],['standard'],[False],0,3,2,2421,[False],[False]
,,,,700,7,40000,,,,,4,2,2199,[False],[False]
0,on_time,6,0,700,7,220,[False],['standard'],[False],0,5,2,2490,[False],[False]
-125,early,4,125,700,7,392,"[220, 192, 440]","['lower', 'lower', 'higher']","[2, 7, 3]",3,6,2,2193,"[-172, -200, 48]","[172, 200, 48]"
-19,early,4,19,700,7,220,"[192, 192, 440]","['lower', 'lower', 'higher']","[7, 6, 3]",3,7,2,2417,"[-28, -28, 220]","[28, 28, 220]"
63,late,4,63,700,7,440,[192],['lower'],[7],1,8,2,2243,[-248],[248]
,,,,700,7,40000,,,,,9,2,2405,[False],[False]
-27,early,5,27,700,7,440,[192],['lower'],[7],1,10,2,2413,[-248],[248]
,,,,700,7,40000,,,,,11,2,2477,[False],[False]
-8,early,6,8,700,7,220,[False],['standard'],[False],0,12,2,2093,[False],[False]
-48,early,6,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 2]",2,13,2,2089,"[200, 248]","[200, 248]"
,,,,700,7,40000,,,,,14,2,2162,[False],[False]
-80,early,5,80,700,7,392,"[440, 440]","['higher', 'higher']","[4, 7]",2,15,2,2054,"[48, 48]","[48, 48]"
100,late,4,100,700,7,392,"[192, 192]","['lower', 'lower']","[6, 7]",2,16,2,2279,"[-200, -200]","[200, 200]"
,,,,700,7,40000,,,,,17,2,2334,[False],[False]
100,late,6,100,700,7,192,[440],['higher'],[3],1,18,2,2200,[248],[248]
-48,early,6,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 2]",2,19,2,2165,"[200, 248]","[200, 248]"
13,late,6,13,700,7,220,[440],['higher'],[2],1,20,2,2223,[220],[220]
27,late,5,27,700,7,192,[220],['higher'],[4],1,21,2,2142,[28],[28]
,,,,700,7,40000,,,,,22,2,2484,[False],[False]
100,late,5,100,700,7,440,[False],['standard'],[False],0,23,2,2404,[False],[False]
-13,early,4,13,700,7,220,"[392, 440]","['higher', 'higher']","[7, 6]",2,24,2,2146,"[172, 220]","[172, 220]"
-125,early,6,125,700,7,392,[False],['standard'],[False],0,25,2,2071,[False],[False]
0,on_time,5,0,700,7,392,[False],['standard'],[False],0,26,2,2134,[False],[False]
100,late,4,100,700,7,392,"[192, 192]","['lower', 'lower']","[6, 7]",2,27,2,2372,"[-200, -200]","[200, 200]"
8,late,6,8,700,7,192,[False],['standard'],[False],0,28,2,2410,[False],[False]
,,,,700,7,40000,,,,,29,2,2376,[False],[False]
-8,early,4,8,700,7,392,[192],['lower'],[2],1,30,2,2016,[-200],[200]
13,late,4,13,700,7,392,[440],['higher'],[3],1,31,2,2133,[48],[48]
,,,,700,7,40000,,,,,32,2,2094,[False],[False]
-8,early,4,8,700,7,392,[192],['lower'],[2],1,33,2,2472,[-200],[200]
,,,,700,7,40000,,,,,34,2,2100,[False],[False]
-80,early,6,80,700,7,220,"[392, 440]","['higher', 'higher']","[3, 2]",2,35,2,2403,"[172, 220]","[172, 220]"
-4,early,5,4,700,7,192,"[440, 220]","['higher', 'higher']","[7, 2]",2,36,2,2006,"[248, 28]","[248, 28]"
-27,early,5,27,700,7,440,[192],['lower'],[7],1,37,2,2486,[-248],[248]
,,,,700,7,40000,,,,,38,2,2371,[False],[False]
63,late,6,63,700,7,440,[False],['standard'],[False],0,39,2,2091,[False],[False]
,,,,700,7,40000,,,,,40,2,2359,[False],[False]
-100,early,4,100,700,7,192,[False],['standard'],[False],0,41,2,2218,[False],[False]
80,late,6,80,700,7,440,"[392, 392, 192]","['lower', 'lower', 'lower']","[5, 2, 4]",3,42,2,2128,"[-48, -48, -248]","[48, 48, 248]"
,,,,700,7,40000,,,,,43,2,2069,[False],[False]
0,on_time,6,0,700,7,220,[False],['standard'],[False],0,44,2,2488,[False],[False]
19,late,4,19,700,7,192,[False],['standard'],[False],0,45,2,2264,[False],[False]
-27,early,4,27,700,7,192,[220],['higher'],[2],1,46,2,2447,[28],[28]
,,,,700,7,40000,,,,,47,2,2290,[False],[False]
-63,early,4,63,700,7,392,"[192, 440]","['lower', 'higher']","[6, 7]",2,48,2,2384,"[-200, 48]","[200, 48]"
-125,early,4,125,700,7,392,"[220, 192, 440]","['lower', 'lower', 'higher']","[2, 7, 3]",3,49,2,2201,"[-172, -200, 48]","[172, 200, 48]"
,,,,700,7,40000,,,,,50,2,2416,[False],[False]
-27,early,6,27,700,7,392,[False],['standard'],[False],0,51,2,2500,[False],[False]
,,,,700,7,40000,,,,,52,2,2463,[False],[False]
27,late,4,27,700,7,220,"[392, 192, 392]","['higher', 'lower', 'higher']","[2, 7, 3]",3,53,2,2153,"[172, -28, 172]","[172, 28, 172]"
,,,,700,7,40000,,,,,54,2,2010,[False],[False]
63,late,5,63,700,7,192,[220],['higher'],[3],1,55,2,2247,[28],[28]
-36,early,6,36,700,7,192,[False],['standard'],[False],0,56,2,2125,[False],[False]
,,,,700,7,40000,,,,,57,2,2147,[False],[False]
63,late,5,63,700,7,192,[220],['higher'],[3],1,58,2,2347,[28],[28]
-27,early,5,27,700,7,440,[192],['lower'],[7],1,59,2,2230,[-248],[248]
-4,early,5,4,700,7,192,"[440, 220]","['higher', 'higher']","[7, 2]",2,60,2,2317,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,61,2,2033,[False],[False]
0,on_time,6,0,700,7,220,[440],['higher'],[2],1,62,2,2132,[220],[220]
,,,,700,7,40000,,,,,63,2,2390,[False],[False]
-48,early,5,48,700,7,220,"[440, 192]","['higher', 'lower']","[4, 2]",2,64,2,2287,"[220, -28]","[220, 28]"
13,late,5,13,700,7,220,[192],['lower'],[2],1,65,2,2433,[-28],[28]
,,,,700,7,40000,,,,,66,2,2278,[False],[False]
8,late,5,8,700,7,220,"[392, 392, 192]","['higher', 'higher', 'lower']","[2, 4, 3]",3,67,2,2489,"[172, 172, -28]","[172, 172, 28]"
,,,,700,7,40000,,,,,68,2,2064,[False],[False]
-36,early,4,36,700,7,440,"[392, 392, 392]","['lower', 'lower', 'lower']","[3, 7, 6]",3,69,2,2219,"[-48, -48, -48]","[48, 48, 48]"
27,late,5,27,700,7,192,[220],['higher'],[4],1,70,2,2295,[28],[28]
,,,,700,7,40000,,,,,71,2,2232,[False],[False]
19,late,5,19,700,7,440,"[220, 392, 220]","['lower', 'lower', 'lower']","[7, 4, 2]",3,72,2,2474,"[-220, -48, -220]","[220, 48, 220]"
,,,,700,7,40000,,,,,73,2,2286,[False],[False]
-36,early,6,36,700,7,192,[False],['standard'],[False],0,74,2,2337,[False],[False]
,,,,700,7,40000,,,,,75,2,2282,[False],[False]
100,late,5,100,700,7,440,[False],['standard'],[False],0,76,2,2319,[False],[False]
,,,,700,7,40000,,,,,77,2,2105,[False],[False]
-4,early,5,4,700,7,192,"[440, 220]","['higher', 'higher']","[7, 2]",2,78,2,2077,"[248, 28]","[248, 28]"
,,,,700,7,40000,,,,,79,2,2088,[False],[False]
0,on_time,6,0,700,7,220,[False],['standard'],[False],0,80,2,2214,[False],[False]
27,late,4,27,700,7,220,"[392, 192, 392]","['higher', 'lower', 'higher']","[2, 7, 3]",3,81,2,2228,"[172, -28, 172]","[172, 28, 172]"
-8,early,5,8,700,7,392,"[192, 192]","['lower', 'lower']","[3, 2]",2,82,2,2276,"[-200, -200]","[200, 200]"
-13,early,6,13,700,7,440,[False],['standard'],[False],0,83,2,2244,[False],[False]
27,late,6,27,700,7,392,[False],['standard'],[False],0,84,2,2208,[False],[False]
,,,,700,7,40000,,,,,85,2,2345,[False],[False]
-4,early,6,4,700,7,192,"[392, 392]","['higher', 'higher']","[5, 4]",2,86,2,2335,"[200, 200]","[200, 200]"
,,,,700,7,40000,,,,,87,2,2114,[False],[False]
125,late,5,125,700,7,392,[220],['lower'],[7],1,88,2,2383,[-172],[172]
,,,,700,7,40000,,,,,89,2,2131,[False],[False]
-80,early,5,80,700,7,392,"[440, 440]","['higher', 'higher']","[4, 7]",2,90,2,2438,"[48, 48]","[48, 48]"
,,,,700,7,40000,,,,,91,2,2049,[False],[False]
-100,early,4,100,700,7,192,[False],['standard'],[False],0,92,2,2498,[False],[False]
-27,early,5,27,700,7,440,[192],['lower'],[7],1,93,2,2389,[-248],[248]
-4,early,6,4,700,7,192,"[392, 392]","['higher', 'higher']","[5, 4]",2,94,2,2449,"[200, 200]","[200, 200]"
27,late,6,27,700,7,392,[False],['standard'],[False],0,95,2,2007,[False],[False]
,,,,700,7,40000,,,,,96,2,2419,[False],[False]
8,late,6,8,700,7,192,[False],['standard'],[False],0,97,2,2475,[False],[False]
,,,,700,7,40000,,,,,98,2,2323,[False],[False]
13,late,6,13,700,7,220,[440],['higher'],[2],1,99,2,2117,[220],[220]
,,,,700,7,40000,,,,,100,2,2396,[False],[False]
-100,early,6,100,700,7,392,[220],['lower'],[4],1,101,2,2493,[-172],[172]
-63,early,6,63,700,7,220,"[192, 392]","['lower', 'higher']","[4, 5]",2,102,2,2191,"[-28, 172]","[28, 172]"
,,,,700,7,40000,,,,,103,2,2283,[False],[False]
80,late,6,80,700,7,440,"[392, 392, 192]","['lower', 'lower', 'lower']","[5, 2, 4]",3,104,2,2354,"[-48, -48, -248]","[48, 48, 248]"
13,late,5,13,700,7,220,[192],['lower'],[2],1,105,2,2445,[-28],[28]
,,,,700,7,40000,,,,,106,2,2332,[False],[False]
-80,early,6,80,700,7,220,"[392, 440]","['higher', 'higher']","[3, 2]",2,107,2,2120,"[172, 220]","[172, 220]"
36,late,4,36,700,7,192,[False],['standard'],[False],0,108,2,2182,[False],[False]
-19,early,5,19,700,7,392,"[220, 440, 220]","['lower', 'higher', 'lower']","[2, 4, 7]",3,1,3,2330,"[-172, 48, -172]","[172, 48, 172]"
,,,,700,7,40000,,,,,2,3,2439,[False],[False]
48,late,4,48,700,7,392,[False],['standard'],[False],0,3,3,2198,[False],[False]
,,,,700,7,40000,,,,,4,3,2494,[False],[False]
4,late,5,4,700,7,392,[440],['higher'],[2],1,5,3,2333,[48],[48]
,,,,700,7,40000,,,,,6,3,2304,[False],[False]
13,late,4,13,700,7,392,[440],['higher'],[3],1,7,3,2274,[48],[48]
80,late,5,80,700,7,192,"[440, 220, 392]","['higher', 'higher', 'higher']","[4, 7, 2]",3,8,3,2116,"[248, 28, 200]","[248, 28, 200]"
,,,,700,7,40000,,,,,9,3,2436,[False],[False]
36,late,4,36,700,7,192,[False],['standard'],[False],0,10,3,2004,[False],[False]
,,,,700,7,40000,,,,,11,3,2338,[False],[False]
0,on_time,5,0,700,7,392,[False],['standard'],[False],0,12,3,2353,[False],[False]
,,,,700,7,40000,,,,,13,3,2469,[False],[False]
4,late,6,4,700,7,440,"[392, 220, 192]","['lower', 'lower', 'lower']","[5, 2, 4]",3,14,3,2110,"[-48, -220, -248]","[48, 220, 248]"
0,on_time,5,0,700,7,220,"[392, 192, 392]","['higher', 'lower', 'higher']","[7, 3, 4]",3,15,3,2149,"[172, -28, 172]","[172, 28, 172]"
19,late,5,19,700,7,440,"[220, 392, 220]","['lower', 'lower', 'lower']","[7, 4, 2]",3,16,3,2367,"[-220, -48, -220]","[220, 48, 220]"
,,,,700,7,40000,,,,,17,3,2432,[False],[False]
8,late,5,8,700,7,220,"[392, 392, 192]","['higher', 'higher', 'lower']","[2, 4, 3]",3,18,3,2441,"[172, 172, -28]","[172, 172, 28]"
27,late,6,27,700,7,392,[False],['standard'],[False],0,19,3,2052,[False],[False]
4,late,6,4,700,7,440,"[392, 220, 192]","['lower', 'lower', 'lower']","[5, 2, 4]",3,20,3,2360,"[-48, -220, -248]","[48, 220, 248]"
,,,,700,7,40000,,,,,21,3,2395,[False],[False]
-63,early,5,63,700,7,440,[192],['lower'],[7],1,22,3,2140,[-248],[248]
,,,,700,7,40000,,,,,23,3,2017,[False],[False]
0,on_time,6,0,700,7,220,[440],['higher'],[2],1,24,3,2160,[220],[220]
,,,,700,7,40000,,,,,25,3,2026,[False],[False]
-27,early,6,27,700,7,392,[False],['standard'],[False],0,26,3,2021,[False],[False]
,,,,700,7,40000,,,,,27,3,2437,[False],[False]
36,late,5,36,700,7,392,[False],['standard'],[False],0,28,3,2106,[False],[False]
,,,,700,7,40000,,,,,29,3,2423,[False],[False]
0,on_time,4,0,700,7,392,[False],['standard'],[False],0,30,3,2075,[False],[False]
,,,,700,7,40000,,,,,31,3,2379,[False],[False]
-13,early,5,13,700,7,220,[392],['higher'],[4],1,32,3,2055,[172],[172]
-13,early,4,13,700,7,220,"[392, 440]","['higher', 'higher']","[7, 6]",2,33,3,2363,"[172, 220]","[172, 220]"
63,late,5,63,700,7,192,[220],['higher'],[3],1,34,3,2454,[28],[28]
48,late,5,48,700,7,392,[220],['lower'],[3],1,35,3,2324,[-172],[172]
,,,,700,7,40000,,,,,36,3,2102,[False],[False]
13,late,4,13,700,7,392,[440],['higher'],[3],1,37,3,2113,[48],[48]
-19,early,5,19,700,7,392,"[220, 440, 220]","['lower', 'higher', 'lower']","[2, 4, 7]",3,38,3,2380,"[-172, 48, -172]","[172, 48, 172]"
63,late,4,63,700,7,440,[192],['lower'],[7],1,39,3,2309,[-248],[248]
,,,,700,7,40000,,,,,40,3,2206,[False],[False]
4,late,4,4,700,7,192,[392],['higher'],[7],1,41,3,2209,[200],[200]
,,,,700,7,40000,,,,,42,3,2256,[False],[False]
19,late,4,19,700,7,192,[False],['standard'],[False],0,43,3,2027,[False],[False]
,,,,700,7,40000,,,,,44,3,2442,[False],[False]
-100,early,4,100,700,7,192,[False],['standard'],[False],0,45,3,2339,[False],[False]
,,,,700,7,40000,,,,,46,3,2455,[False],[False]
-27,early,6,27,700,7,392,[False],['standard'],[False],0,47,3,2370,[False],[False]
,,,,700,7,40000,,,,,48,3,2308,[False],[False]
-48,early,6,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 2]",2,49,3,2341,"[200, 248]","[200, 248]"
-48,early,6,48,700,7,192,"[392, 440]","['higher', 'higher']","[3, 2]",2,50,3,2072,"[200, 248]","[200, 248]"
,,,,700,7,40000,,,,,51,3,2430,[False],[False]
-63,early,6,63,700,7,220,"[192, 392]","['lower', 'higher']","[4, 5]",2,52,3,2302,"[-28, 172]","[28, 172]"
,,,,700,7,40000,,,,,53,3,2394,[False],[False]
36,late,6,36,700,7,440,"[220, 192]","['lower', 'lower']","[4, 5]",2,54,3,2167,"[-220, -248]","[220, 248]"
-48,early,5,48,700,7,220,"[440, 192]","['higher', 'lower']","[4, 2]",2,55,3,2024,"[220, -28]","[220, 28]"
36,late,6,36,700,7,440,"[220, 192]","['lower', 'lower']","[4, 5]",2,56,3,2468,"[-220, -248]","[220, 248]"
,,,,700,7,40000,,,,,57,3,2249,[False],[False]
8,late,4,8,700,7,440,[False],['standard'],[False],0,58,3,2012,[False],[False]
19,late,5,19,700,7,440,"[220, 392, 220]","['lower', 'lower', 'lower']","[7, 4, 2]",3,59,3,2260,"[-220, -48, -220]","[220, 48, 220]"
-125,early,5,125,700,7,192,"[392, 392]","['higher', 'higher']","[4, 7]",2,60,3,2496,"[200, 200]","[200, 200]"
125,late,4,125,700,7,392,"[192, 440]","['lower', 'higher']","[6, 7]",2,61,3,2268,"[-200, 48]","[200, 48]"
,,,,700,7,40000,,,,,62,3,2246,[False],[False]
-8,early,5,8,700,7,392,"[192, 192]","['lower', 'lower']","[3, 2]",2,63,3,2135,"[-200, -200]","[200, 200]"
-100,early,5,100,700,7,192,[440],['higher'],[2],1,64,3,2492,[248],[248]
0,on_time,4,0,700,7,392,[False],['standard'],[False],0,65,3,2236,[False],[False]
27,late,5,27,700,7,192,[220],['higher'],[4],1,66,3,2086,[28],[28]
-36,early,6,36,700,7,192,[False],['standard'],[False],0,67,3,2322,[False],[False]
,,,,700,7,40000,,,,,68,3,2192,[False],[False]
13,late,6,13,700,7,220,[440],['higher'],[2],1,69,3,2466,[220],[220]
-4,early,4,4,700,7,192,"[440, 392, 220]","['higher', 'higher', 'higher']","[2, 7, 6]",3,70,3,2123,"[248, 200, 28]","[248, 200, 28]"
-100,early,6,100,700,7,392,[220],['lower'],[4],1,71,3,2090,[-172],[172]
,,,,700,7,40000,,,,,72,3,2495,[False],[False]
0,on_time,6,0,700,7,220,[440],['higher'],[2],1,73,3,2092,[220],[220]
-63,early,5,63,700,7,440,[192],['lower'],[7],1,74,3,2369,[-248],[248]
-36,early,5,36,700,7,392,[192],['lower'],[7],1,75,3,2155,[-200],[200]
,,,,700,7,40000,,,,,76,3,2415,[False],[False]
-80,early,6,80,700,7,220,"[392, 440]","['higher', 'higher']","[3, 2]",2,77,3,2074,"[172, 220]","[172, 220]"
48,late,4,48,700,7,392,[False],['standard'],[False],0,78,3,2061,[False],[False]
,,,,700,7,40000,,,,,79,3,2196,[False],[False]
0,on_time,6,0,700,7,220,[440],['higher'],[2],1,80,3,2465,[220],[220]
13,late,4,13,700,7,392,[440],['higher'],[3],1,81,3,2042,[48],[48]
-36,early,4,36,700,7,440,"[392, 392, 392]","['lower', 'lower', 'lower']","[3, 7, 6]",3,82,3,2321,"[-48, -48, -48]","[48, 48, 48]"
,,,,700,7,40000,,,,,83,3,2018,[False],[False]
