dev,dev_type,dev_loc,dev_abs,isi,no_tones,base_freq,freq_dev,freq_dev_type,freq_loc,freq_dev_no,trial_no,block_no,iti,freq_diff,freq_diff_abs
-4,early,5,4,700,7,392,[192],['lower'],[2],1,61,3,2286,[-200],[200]
,,,,700,7,40000,,,,,62,3,2247,[False],[False]
4,late,4,4,700,7,192,"[220, 392, 392]","['higher', 'higher', 'higher']","[2, 7, 6]",3,63,3,2453,"[28, 200, 200]","[28, 200, 200]"
-13,early,5,13,700,7,220,"[440, 192, 392]","['higher', 'lower', 'higher']","[7, 3, 2]",3,64,3,2380,"[220, -28, 172]","[220, 28, 172]"
,,,,700,7,40000,,,,,65,3,2320,[False],[False]
4,late,6,4,700,7,440,"[220, 220]","['lower', 'lower']","[4, 3]",2,66,3,2075,"[-220, -220]","[220, 220]"
-80,early,4,80,700,7,220,"[192, 392]","['lower', 'higher']","[6, 3]",2,67,3,2045,"[-28, 172]","[28, 172]"
48,late,4,48,700,7,220,"[392, 392, 392]","['higher', 'higher', 'higher']","[2, 6, 3]",3,68,3,2243,"[172, 172, 172]","[172, 172, 172]"
36,late,6,36,700,7,392,"[220, 440]","['lower', 'higher']","[5, 3]",2,69,3,2175,"[-172, 48]","[172, 48]"
-27,early,5,27,700,7,192,"[220, 440]","['higher', 'higher']","[2, 3]",2,70,3,2451,"[28, 248]","[28, 248]"
,,,,700,7,40000,,,,,71,3,2500,[False],[False]
63,late,5,63,700,7,220,"[440, 440, 440]","['higher', 'higher', 'higher']","[7, 2, 4]",3,72,3,2347,"[220, 220, 220]","[220, 220, 220]"
-80,early,6,80,700,7,192,[False],['standard'],[False],0,73,3,2435,[False],[False]
,,,,700,7,40000,,,,,74,3,2354,[False],[False]
80,late,6,80,700,7,192,[392],['higher'],[2],1,75,3,2161,[200],[200]
,,,,700,7,40000,,,,,76,3,2240,[False],[False]
-4,early,4,4,700,7,440,"[192, 192]","['lower', 'lower']","[2, 3]",2,77,3,2316,"[-248, -248]","[248, 248]"
-48,early,5,48,700,7,220,"[192, 392, 192]","['lower', 'higher', 'lower']","[4, 7, 2]",3,78,3,2249,"[-28, 172, -28]","[28, 172, 28]"
-100,early,4,100,700,7,192,"[220, 392]","['higher', 'higher']","[3, 7]",2,79,3,2337,"[28, 200]","[28, 200]"
-4,early,6,4,700,7,192,[392],['higher'],[4],1,80,3,2265,[200],[200]
,,,,700,7,40000,,,,,81,3,2016,[False],[False]
100,late,4,100,700,7,440,"[192, 192]","['lower', 'lower']","[2, 3]",2,82,3,2032,"[-248, -248]","[248, 248]"
27,late,4,27,700,7,392,"[192, 220, 192]","['lower', 'lower', 'lower']","[7, 2, 3]",3,83,3,2083,"[-200, -172, -200]","[200, 172, 200]"
,,,,700,7,40000,,,,,84,3,2173,[False],[False]
125,late,5,125,700,7,220,"[392, 440, 192]","['higher', 'higher', 'lower']","[4, 3, 7]",3,85,3,2064,"[172, 220, -28]","[172, 220, 28]"
,,,,700,7,40000,,,,,86,3,2412,[False],[False]
-19,early,6,19,700,7,392,[192],['lower'],[4],1,87,3,2071,[-200],[200]
19,late,6,19,700,7,220,"[440, 392]","['higher', 'higher']","[5, 4]",2,88,3,2208,"[220, 172]","[220, 172]"
,,,,700,7,40000,,,,,89,3,2360,[False],[False]
4,late,6,4,700,7,440,"[220, 220]","['lower', 'lower']","[4, 3]",2,90,3,2088,"[-220, -220]","[220, 220]"
-4,early,5,4,700,7,392,[192],['lower'],[2],1,91,3,2167,[-200],[200]
-13,early,6,13,700,7,440,"[392, 392]","['lower', 'lower']","[2, 5]",2,92,3,2441,"[-48, -48]","[48, 48]"
,,,,700,7,40000,,,,,93,3,2203,[False],[False]
19,late,4,19,700,7,220,[False],['standard'],[False],0,94,3,2048,[False],[False]
,,,,700,7,40000,,,,,95,3,2224,[False],[False]
-63,early,6,63,700,7,392,"[220, 192]","['lower', 'lower']","[2, 4]",2,96,3,2089,"[-172, -200]","[172, 200]"
,,,,700,7,40000,,,,,97,3,2379,[False],[False]
125,late,5,125,700,7,220,"[392, 440, 192]","['higher', 'higher', 'lower']","[4, 3, 7]",3,98,3,2384,"[172, 220, -28]","[172, 220, 28]"
,,,,700,7,40000,,,,,99,3,2284,[False],[False]
-100,early,5,100,700,7,220,[False],['standard'],[False],0,100,3,2229,[False],[False]
80,late,5,80,700,7,192,[False],['standard'],[False],0,101,3,2033,[False],[False]
48,late,5,48,700,7,192,[220],['higher'],[3],1,102,3,2027,[28],[28]
,,,,700,7,40000,,,,,103,3,2209,[False],[False]
27,late,6,27,700,7,392,[False],['standard'],[False],0,104,3,2271,[False],[False]
-4,early,6,4,700,7,192,[392],['higher'],[4],1,105,3,2103,[200],[200]
,,,,700,7,40000,,,,,106,3,2439,[False],[False]
0,on_time,4,0,700,7,440,[220],['lower'],[3],1,107,3,2157,[-220],[220]
-48,early,6,48,700,7,440,[False],['standard'],[False],0,108,3,2235,[False],[False]
-80,early,6,80,700,7,192,[False],['standard'],[False],0,1,4,2488,[False],[False]
,,,,700,7,40000,,,,,2,4,2483,[False],[False]
-63,early,6,63,700,7,392,"[220, 192]","['lower', 'lower']","[2, 4]",2,3,4,2120,"[-172, -200]","[172, 200]"
63,late,5,63,700,7,220,"[440, 440, 440]","['higher', 'higher', 'higher']","[7, 2, 4]",3,4,4,2494,"[220, 220, 220]","[220, 220, 220]"
0,on_time,6,0,700,7,192,[False],['standard'],[False],0,5,4,2189,[False],[False]
-27,early,6,27,700,7,192,"[220, 220]","['higher', 'higher']","[5, 4]",2,6,4,2237,"[28, 28]","[28, 28]"
-8,early,6,8,700,7,192,[440],['higher'],[3],1,7,4,2438,[248],[248]
,,,,700,7,40000,,,,,8,4,2026,[False],[False]
19,late,6,19,700,7,220,"[440, 392]","['higher', 'higher']","[5, 4]",2,9,4,2367,"[220, 172]","[220, 172]"
-100,early,6,100,700,7,220,[False],['standard'],[False],0,10,4,2440,[False],[False]
100,late,5,100,700,7,220,"[440, 392, 440]","['higher', 'higher', 'higher']","[7, 3, 2]",3,11,4,2011,"[220, 172, 220]","[220, 172, 220]"
-13,early,6,13,700,7,440,"[392, 392]","['lower', 'lower']","[2, 5]",2,12,4,2187,"[-48, -48]","[48, 48]"
-63,early,4,63,700,7,220,"[440, 192, 440]","['higher', 'lower', 'higher']","[7, 3, 2]",3,13,4,2214,"[220, -28, 220]","[220, 28, 220]"
-80,early,6,80,700,7,192,[False],['standard'],[False],0,14,4,2257,[False],[False]
8,late,4,8,700,7,192,"[392, 220, 392]","['higher', 'higher', 'higher']","[2, 3, 6]",3,15,4,2350,"[200, 28, 200]","[200, 28, 200]"
63,late,5,63,700,7,220,"[440, 440, 440]","['higher', 'higher', 'higher']","[7, 2, 4]",3,16,4,2385,"[220, 220, 220]","[220, 220, 220]"
-19,early,5,19,700,7,220,"[392, 440]","['higher', 'higher']","[2, 4]",2,17,4,2498,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,18,4,2233,[False],[False]
-13,early,6,13,700,7,440,"[392, 392]","['lower', 'lower']","[2, 5]",2,19,4,2119,"[-48, -48]","[48, 48]"
-13,early,4,13,700,7,192,[220],['higher'],[2],1,20,4,2486,[28],[28]
63,late,6,63,700,7,192,[440],['higher'],[5],1,21,4,2204,[248],[248]
-27,early,6,27,700,7,192,"[220, 220]","['higher', 'higher']","[5, 4]",2,22,4,2091,"[28, 28]","[28, 28]"
19,late,6,19,700,7,220,"[440, 392]","['higher', 'higher']","[5, 4]",2,23,4,2336,"[220, 172]","[220, 172]"
,,,,700,7,40000,,,,,24,4,2482,[False],[False]
4,late,4,4,700,7,192,"[220, 392, 392]","['higher', 'higher', 'higher']","[2, 7, 6]",3,25,4,2198,"[28, 200, 200]","[28, 200, 200]"
,,,,700,7,40000,,,,,26,4,2217,[False],[False]
-48,early,4,48,700,7,392,[440],['higher'],[3],1,27,4,2062,[48],[48]
-125,early,5,125,700,7,392,"[220, 192]","['lower', 'lower']","[7, 3]",2,28,4,2185,"[-172, -200]","[172, 200]"
,,,,700,7,40000,,,,,29,4,2023,[False],[False]
13,late,5,13,700,7,440,[False],['standard'],[False],0,30,4,2053,[False],[False]
,,,,700,7,40000,,,,,31,4,2177,[False],[False]
-100,early,6,100,700,7,220,[False],['standard'],[False],0,32,4,2419,[False],[False]
-125,early,5,125,700,7,392,"[220, 192]","['lower', 'lower']","[7, 3]",2,33,4,2039,"[-172, -200]","[172, 200]"
-19,early,6,19,700,7,392,[192],['lower'],[4],1,34,4,2363,[-200],[200]
,,,,700,7,40000,,,,,35,4,2126,[False],[False]
125,late,6,125,700,7,192,[False],['standard'],[False],0,36,4,2165,[False],[False]
-19,early,6,19,700,7,392,[192],['lower'],[4],1,37,4,2282,[-200],[200]
125,late,6,125,700,7,192,[False],['standard'],[False],0,38,4,2156,[False],[False]
36,late,6,36,700,7,392,"[220, 440]","['lower', 'higher']","[5, 3]",2,39,4,2012,"[-172, 48]","[172, 48]"
-36,early,5,36,700,7,192,[220],['higher'],[3],1,40,4,2348,[28],[28]
,,,,700,7,40000,,,,,41,4,2443,[False],[False]
-63,early,5,63,700,7,220,"[440, 192]","['higher', 'lower']","[3, 4]",2,42,4,2457,"[220, -28]","[220, 28]"
,,,,700,7,40000,,,,,43,4,2170,[False],[False]
-13,early,5,13,700,7,220,"[440, 192, 392]","['higher', 'lower', 'higher']","[7, 3, 2]",3,44,4,2194,"[220, -28, 172]","[220, 28, 172]"
,,,,700,7,40000,,,,,45,4,2238,[False],[False]
-36,early,5,36,700,7,192,[220],['higher'],[3],1,46,4,2364,[28],[28]
,,,,700,7,40000,,,,,47,4,2232,[False],[False]
125,late,4,125,700,7,192,[False],['standard'],[False],0,48,4,2319,[False],[False]
100,late,5,100,700,7,220,"[440, 392, 440]","['higher', 'higher', 'higher']","[7, 3, 2]",3,49,4,2129,"[220, 172, 220]","[220, 172, 220]"
,,,,700,7,40000,,,,,50,4,2106,[False],[False]
-48,early,6,48,700,7,440,[False],['standard'],[False],0,51,4,2487,[False],[False]
,,,,700,7,40000,,,,,52,4,2147,[False],[False]
-19,early,5,19,700,7,220,"[392, 440]","['higher', 'higher']","[2, 4]",2,53,4,2421,"[172, 220]","[172, 220]"
,,,,700,7,40000,,,,,54,4,2234,[False],[False]
-4,early,6,4,700,7,192,[392],['higher'],[4],1,55,4,2003,[200],[200]
36,late,5,36,700,7,440,[192],['lower'],[7],1,56,4,2242,[-248],[248]
,,,,700,7,40000,,,,,57,4,2484,[False],[False]
100,late,5,100,700,7,220,"[440, 392, 440]","['higher', 'higher', 'higher']","[7, 3, 2]",3,58,4,2317,"[220, 172, 220]","[220, 172, 220]"
,,,,700,7,40000,,,,,59,4,2455,[False],[False]
8,late,4,8,700,7,192,"[392, 220, 392]","['higher', 'higher', 'higher']","[2, 3, 6]",3,60,4,2256,"[200, 28, 200]","[200, 28, 200]"
,,,,700,7,40000,,,,,61,4,2015,[False],[False]
-63,early,5,63,700,7,220,"[440, 192]","['higher', 'lower']","[3, 4]",2,62,4,2478,"[220, -28]","[220, 28]"
-36,early,6,36,700,7,192,[False],['standard'],[False],0,63,4,2251,[False],[False]
,,,,700,7,40000,,,,,64,4,2418,[False],[False]
63,late,6,63,700,7,192,[440],['higher'],[5],1,65,4,2392,[248],[248]
,,,,700,7,40000,,,,,66,4,2324,[False],[False]
13,late,5,13,700,7,440,[False],['standard'],[False],0,67,4,2346,[False],[False]
,,,,700,7,40000,,,,,68,4,2035,[False],[False]
100,late,6,100,700,7,440,[392],['lower'],[3],1,69,4,2061,[-48],[48]
-36,early,6,36,700,7,192,[False],['standard'],[False],0,70,4,2357,[False],[False]
,,,,700,7,40000,,,,,71,4,2110,[False],[False]
19,late,4,19,700,7,220,[False],['standard'],[False],0,72,4,2429,[False],[False]
-100,early,5,100,700,7,220,[False],['standard'],[False],0,73,4,2464,[False],[False]
125,late,4,125,700,7,192,[False],['standard'],[False],0,74,4,2164,[False],[False]
,,,,700,7,40000,,,,,75,4,2102,[False],[False]
19,late,5,19,700,7,220,[392],['higher'],[3],1,76,4,2343,[172],[172]
,,,,700,7,40000,,,,,77,4,2162,[False],[False]
80,late,6,80,700,7,192,[392],['higher'],[2],1,78,4,2375,[200],[200]
,,,,700,7,40000,,,,,79,4,2372,[False],[False]
27,late,6,27,700,7,392,[False],['standard'],[False],0,80,4,2188,[False],[False]
4,late,5,4,700,7,220,[False],['standard'],[False],0,81,4,2153,[False],[False]
,,,,700,7,40000,,,,,82,4,2259,[False],[False]
-8,early,5,8,700,7,192,[220],['higher'],[7],1,83,4,2295,[28],[28]
,,,,700,7,40000,,,,,84,4,2036,[False],[False]
-63,early,4,63,700,7,220,"[440, 192, 440]","['higher', 'lower', 'higher']","[7, 3, 2]",3,85,4,2406,"[220, -28, 220]","[220, 28, 220]"
,,,,700,7,40000,,,,,86,4,2387,[False],[False]
-63,early,6,63,700,7,392,"[220, 192]","['lower', 'lower']","[2, 4]",2,87,4,2355,"[-172, -200]","[172, 200]"
-27,early,6,27,700,7,192,"[220, 220]","['higher', 'higher']","[5, 4]",2,88,4,2101,"[28, 28]","[28, 28]"
,,,,700,7,40000,,,,,89,4,2019,[False],[False]
-48,early,6,48,700,7,440,[False],['standard'],[False],0,90,4,2207,[False],[False]
,,,,700,7,40000,,,,,91,4,2342,[False],[False]
125,late,6,125,700,7,192,[False],['standard'],[False],0,92,4,2433,[False],[False]
,,,,700,7,40000,,,,,93,4,2258,[False],[False]
27,late,4,27,700,7,392,"[192, 220, 192]","['lower', 'lower', 'lower']","[7, 2, 3]",3,94,4,2201,"[-200, -172, -200]","[200, 172, 200]"
,,,,700,7,40000,,,,,95,4,2122,[False],[False]
100,late,4,100,700,7,440,"[192, 192]","['lower', 'lower']","[2, 3]",2,96,4,2181,"[-248, -248]","[248, 248]"
8,late,4,8,700,7,192,"[392, 220, 392]","['higher', 'higher', 'higher']","[2, 3, 6]",3,97,4,2154,"[200, 28, 200]","[200, 28, 200]"
,,,,700,7,40000,,,,,98,4,2462,[False],[False]
-8,early,4,8,700,7,392,[192],['lower'],[6],1,99,4,2228,[-200],[200]
,,,,700,7,40000,,,,,100,4,2285,[False],[False]
27,late,5,27,700,7,192,[440],['higher'],[7],1,101,4,2474,[248],[248]
4,late,5,4,700,7,220,[False],['standard'],[False],0,102,4,2322,[False],[False]
,,,,700,7,40000,,,,,103,4,2288,[False],[False]
-13,early,5,13,700,7,220,"[440, 192, 392]","['higher', 'lower', 'higher']","[7, 3, 2]",3,104,4,2141,"[220, -28, 172]","[220, 28, 172]"
,,,,700,7,40000,,,,,105,4,2399,[False],[False]
0,on_time,6,0,700,7,192,[False],['standard'],[False],0,106,4,2040,[False],[False]
0,on_time,5,0,700,7,440,[192],['lower'],[7],1,107,4,2470,[-248],[248]
27,late,6,27,700,7,392,[False],['standard'],[False],0,108,4,2329,[False],[False]
